,Kabupaten_Kota,Kecamatan,Kelurahan,Kelamin,Pekerjaan,Jumlah
12445,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,PEREMPUAN,Industri,1
12446,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,PEREMPUAN,Konstruksi,0
12447,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,PEREMPUAN,Karyawan Swasta,218
12448,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,PEREMPUAN,Karyawan BUMN,3
12449,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,PEREMPUAN,Karyawan BUMD,0
12450,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,PEREMPUAN,Karyawan Honorer,0
12451,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,PEREMPUAN,Buruh Harian Lepas,3
12452,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,PEREMPUAN,Pembantu Rumah Tangga,4
12453,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,PEREMPUAN,Tukang Jahit,0
12454,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,PEREMPUAN,Mekanik,0
12455,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,PEREMPUAN,Seniman,0
12456,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,PEREMPUAN,Pendeta,2
12457,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,PEREMPUAN,Wartawan,1
12458,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,PEREMPUAN,Dosen,0
12459,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,PEREMPUAN,Guru,11
12460,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,PEREMPUAN,Pengacara,1
12461,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,PEREMPUAN,Dokter,3
12462,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,PEREMPUAN,Perawat,3
12463,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,PEREMPUAN,Pelaut,0
12464,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,PEREMPUAN,Sopir,0
12465,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,PEREMPUAN,Pedagang,18
12466,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,PEREMPUAN,Wiraswasta,62
12467,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,PEREMPUAN,Lainnya,8
12468,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,PEREMPUAN,Belum/Tidak Bekerja,49
12469,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,PEREMPUAN,Mengurus Rumah Tangga,2194
12470,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,PEREMPUAN,Pelajar/Mahasiswa,82
12471,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,PEREMPUAN,Pensiunan,99
12472,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,PEREMPUAN,Pegawai Negeri Sipil,79
12473,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,PEREMPUAN,Tentara Nasional Indonesia,1
12474,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,PEREMPUAN,Kepolisian RI,0
12475,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,PEREMPUAN,Perdagangan,0
12476,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,PEREMPUAN,Petani/Pekebun,2
12477,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,PEREMPUAN,Nelayan/Perikanan,0
12478,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,PEREMPUAN,Industri,0
12479,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,PEREMPUAN,Konstruksi,0
12480,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,PEREMPUAN,Transportasi,0
12481,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,PEREMPUAN,Karyawan Swasta,638
12482,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,PEREMPUAN,Karyawan BUMN,4
12483,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,PEREMPUAN,Karyawan BUMD,0
12484,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,PEREMPUAN,Karyawan Honorer,1
12485,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,PEREMPUAN,Buruh Harian Lepas,21
12486,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,PEREMPUAN,Buruh Tani/Perkebunan,0
12487,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,PEREMPUAN,Buruh Peternakan,0
12488,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,PEREMPUAN,Pembantu Rumah Tangga,2
12489,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,PEREMPUAN,Tukang Cukur,0
12490,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,PEREMPUAN,Tukang Jahit,2
12491,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,PEREMPUAN,Mekanik,0
12492,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,PEREMPUAN,Seniman,2
12493,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,PEREMPUAN,Imam Mesjid,0
12494,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,PEREMPUAN,Pendeta,4
12495,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,PEREMPUAN,Wartawan,0
12496,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,PEREMPUAN,Ustadz/Mubaligh,0
12497,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,PEREMPUAN,Juru Masak,0
12498,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,PEREMPUAN,Dosen,8
12499,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,PEREMPUAN,Guru,39
12500,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,PEREMPUAN,Pilot,0
12501,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,PEREMPUAN,Pengacara,2
12502,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,PEREMPUAN,Notaris,0
12503,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,PEREMPUAN,Arsitek,1
12504,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,PEREMPUAN,Konsultan,2
12505,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,PEREMPUAN,Dokter,8
12506,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,PEREMPUAN,Perawat,3
12507,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,PEREMPUAN,Apoteker,1
12508,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,PEREMPUAN,Pelaut,0
12509,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,PEREMPUAN,Sopir,0
12510,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,PEREMPUAN,Pedagang,38
12511,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,PEREMPUAN,Perangkat Desa,0
12512,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,PEREMPUAN,Wiraswasta,214
12513,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,PEREMPUAN,Lainnya,16
12514,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,PEREMPUAN,Belum/Tidak Bekerja,13
12515,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,PEREMPUAN,Mengurus Rumah Tangga,1358
12516,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,PEREMPUAN,Pelajar/Mahasiswa,31
12517,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,PEREMPUAN,Pensiunan,15
12518,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,PEREMPUAN,Pegawai Negeri Sipil,18
12519,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,PEREMPUAN,Tentara Nasional Indonesia,0
12520,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,PEREMPUAN,Kepolisian RI,1
12521,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,PEREMPUAN,Perdagangan,2
12522,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,PEREMPUAN,Petani/Pekebun,1
12523,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,PEREMPUAN,Nelayan/Perikanan,0
12524,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,PEREMPUAN,Industri,0
12525,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,PEREMPUAN,Konstruksi,0
12526,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,PEREMPUAN,Transportasi,0
12527,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,PEREMPUAN,Karyawan Swasta,211
12528,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,PEREMPUAN,Karyawan BUMN,2
12529,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,PEREMPUAN,Karyawan Honorer,0
12530,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,PEREMPUAN,Buruh Harian Lepas,20
12531,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,PEREMPUAN,Buruh Tani/Perkebunan,0
12532,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,PEREMPUAN,Tukang Jahit,1
12533,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,PEREMPUAN,Penata Busana,1
12534,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,PEREMPUAN,Mekanik,0
12535,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,PEREMPUAN,Seniman,0
12536,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,PEREMPUAN,Pendeta,2
12537,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,PEREMPUAN,Wartawan,0
12538,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,PEREMPUAN,Ustadz/Mubaligh,0
12539,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,PEREMPUAN,Dosen,0
12540,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,PEREMPUAN,Guru,16
12541,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,PEREMPUAN,Pilot,0
12542,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,PEREMPUAN,Pengacara,0
12543,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,PEREMPUAN,Notaris,0
12544,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,PEREMPUAN,Arsitek,0
12545,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,PEREMPUAN,Dokter,0
12546,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,PEREMPUAN,Bidan,2
12547,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,PEREMPUAN,Perawat,0
12548,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,PEREMPUAN,Apoteker,1
12549,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,PEREMPUAN,Pelaut,0
12550,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,PEREMPUAN,Sopir,0
12551,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,PEREMPUAN,Pedagang,14
12552,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,PEREMPUAN,Wiraswasta,78
12553,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,PEREMPUAN,Lainnya,12
12554,JAKARTA PUSAT,JOHAR BARU,GALUR,PEREMPUAN,Belum/Tidak Bekerja,12
12555,JAKARTA PUSAT,JOHAR BARU,GALUR,PEREMPUAN,Mengurus Rumah Tangga,1141
12556,JAKARTA PUSAT,JOHAR BARU,GALUR,PEREMPUAN,Pelajar/Mahasiswa,25
12557,JAKARTA PUSAT,JOHAR BARU,GALUR,PEREMPUAN,Pensiunan,10
12558,JAKARTA PUSAT,JOHAR BARU,GALUR,PEREMPUAN,Pegawai Negeri Sipil,7
12559,JAKARTA PUSAT,JOHAR BARU,GALUR,PEREMPUAN,Tentara Nasional Indonesia,0
12560,JAKARTA PUSAT,JOHAR BARU,GALUR,PEREMPUAN,Kepolisian RI,0
12561,JAKARTA PUSAT,JOHAR BARU,GALUR,PEREMPUAN,Perdagangan,0
12562,JAKARTA PUSAT,JOHAR BARU,GALUR,PEREMPUAN,Petani/Pekebun,0
12563,JAKARTA PUSAT,JOHAR BARU,GALUR,PEREMPUAN,Industri,0
12564,JAKARTA PUSAT,JOHAR BARU,GALUR,PEREMPUAN,Konstruksi,0
12565,JAKARTA PUSAT,JOHAR BARU,GALUR,PEREMPUAN,Transportasi,0
12566,JAKARTA PUSAT,JOHAR BARU,GALUR,PEREMPUAN,Karyawan Swasta,212
12567,JAKARTA PUSAT,JOHAR BARU,GALUR,PEREMPUAN,Karyawan BUMN,1
12568,JAKARTA PUSAT,JOHAR BARU,GALUR,PEREMPUAN,Karyawan BUMD,0
12569,JAKARTA PUSAT,JOHAR BARU,GALUR,PEREMPUAN,Karyawan Honorer,0
12570,JAKARTA PUSAT,JOHAR BARU,GALUR,PEREMPUAN,Buruh Harian Lepas,12
12571,JAKARTA PUSAT,JOHAR BARU,GALUR,PEREMPUAN,Tukang Jahit,1
12572,JAKARTA PUSAT,JOHAR BARU,GALUR,PEREMPUAN,Penata Rambut,0
12573,JAKARTA PUSAT,JOHAR BARU,GALUR,PEREMPUAN,Mekanik,0
12574,JAKARTA PUSAT,JOHAR BARU,GALUR,PEREMPUAN,Seniman,0
12575,JAKARTA PUSAT,JOHAR BARU,GALUR,PEREMPUAN,Pendeta,1
12576,JAKARTA PUSAT,JOHAR BARU,GALUR,PEREMPUAN,Wartawan,0
12577,JAKARTA PUSAT,JOHAR BARU,GALUR,PEREMPUAN,Ustadz/Mubaligh,0
12578,JAKARTA PUSAT,JOHAR BARU,GALUR,PEREMPUAN,Dosen,1
12579,JAKARTA PUSAT,JOHAR BARU,GALUR,PEREMPUAN,Guru,9
12580,JAKARTA PUSAT,JOHAR BARU,GALUR,PEREMPUAN,Pilot,0
12581,JAKARTA PUSAT,JOHAR BARU,GALUR,PEREMPUAN,Pengacara,0
12582,JAKARTA PUSAT,JOHAR BARU,GALUR,PEREMPUAN,Konsultan,1
12583,JAKARTA PUSAT,JOHAR BARU,GALUR,PEREMPUAN,Dokter,2
12584,JAKARTA PUSAT,JOHAR BARU,GALUR,PEREMPUAN,Perawat,1
12585,JAKARTA PUSAT,JOHAR BARU,GALUR,PEREMPUAN,Pelaut,0
12586,JAKARTA PUSAT,JOHAR BARU,GALUR,PEREMPUAN,Sopir,0
12587,JAKARTA PUSAT,JOHAR BARU,GALUR,PEREMPUAN,Pialang,0
12588,JAKARTA PUSAT,JOHAR BARU,GALUR,PEREMPUAN,Pedagang,25
12589,JAKARTA PUSAT,JOHAR BARU,GALUR,PEREMPUAN,Perangkat Desa,0
12590,JAKARTA PUSAT,JOHAR BARU,GALUR,PEREMPUAN,Wiraswasta,61
12591,JAKARTA PUSAT,JOHAR BARU,GALUR,PEREMPUAN,Lainnya,14
12592,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,PEREMPUAN,Belum/Tidak Bekerja,26
12593,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,PEREMPUAN,Mengurus Rumah Tangga,2647
12594,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,PEREMPUAN,Pelajar/Mahasiswa,91
12595,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,PEREMPUAN,Pensiunan,25
12596,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,PEREMPUAN,Pegawai Negeri Sipil,28
12597,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,PEREMPUAN,Tentara Nasional Indonesia,0
12598,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,PEREMPUAN,Kepolisian RI,0
12599,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,PEREMPUAN,Perdagangan,0
12600,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,PEREMPUAN,Petani/Pekebun,1
12601,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,PEREMPUAN,Nelayan/Perikanan,0
12602,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,PEREMPUAN,Industri,0
12603,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,PEREMPUAN,Konstruksi,0
12604,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,PEREMPUAN,Transportasi,0
12605,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,PEREMPUAN,Karyawan Swasta,557
12606,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,PEREMPUAN,Karyawan BUMN,1
12607,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,PEREMPUAN,Karyawan BUMD,0
12608,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,PEREMPUAN,Karyawan Honorer,2
12609,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,PEREMPUAN,Buruh Harian Lepas,22
12610,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,PEREMPUAN,Buruh Tani/Perkebunan,0
12611,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,PEREMPUAN,Buruh Nelayan/Perikanan,0
12612,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,PEREMPUAN,Tukang Jahit,0
12613,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,PEREMPUAN,Mekanik,0
12614,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,PEREMPUAN,Seniman,1
12615,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,PEREMPUAN,Penterjemah,1
12616,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,PEREMPUAN,Pendeta,1
12617,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,PEREMPUAN,Pastor,0
12618,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,PEREMPUAN,Wartawan,2
12619,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,PEREMPUAN,Ustadz/Mubaligh,0
12620,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,PEREMPUAN,Juru Masak,0
12621,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,PEREMPUAN,Dosen,1
12622,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,PEREMPUAN,Guru,28
12623,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,PEREMPUAN,Pilot,0
12624,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,PEREMPUAN,Pengacara,1
12625,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,PEREMPUAN,Notaris,1
12626,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,PEREMPUAN,Konsultan,0
12627,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,PEREMPUAN,Dokter,2
12628,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,PEREMPUAN,Bidan,1
12629,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,PEREMPUAN,Perawat,2
12630,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,PEREMPUAN,Apoteker,0
12631,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,PEREMPUAN,Pelaut,0
12632,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,PEREMPUAN,Peneliti,0
12633,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,PEREMPUAN,Sopir,0
12634,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,PEREMPUAN,Pedagang,75
12635,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,PEREMPUAN,Perangkat Desa,0
12636,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,PEREMPUAN,Wiraswasta,178
12637,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,PEREMPUAN,Lainnya,33
12638,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,PEREMPUAN,Belum/Tidak Bekerja,56
12639,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,PEREMPUAN,Mengurus Rumah Tangga,5149
12640,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,PEREMPUAN,Pelajar/Mahasiswa,169
12641,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,PEREMPUAN,Pensiunan,10
12642,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,PEREMPUAN,Pegawai Negeri Sipil,8
12643,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,PEREMPUAN,Tentara Nasional Indonesia,0
12644,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,PEREMPUAN,Kepolisian RI,0
12645,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,PEREMPUAN,Perdagangan,5
12646,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,PEREMPUAN,Petani/Pekebun,0
12647,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,PEREMPUAN,Nelayan/Perikanan,0
12648,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,PEREMPUAN,Industri,1
12649,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,PEREMPUAN,Konstruksi,0
12650,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,PEREMPUAN,Transportasi,1
12651,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,PEREMPUAN,Karyawan Swasta,1870
12652,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,PEREMPUAN,Karyawan BUMN,1
12653,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,PEREMPUAN,Karyawan BUMD,0
12654,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,PEREMPUAN,Karyawan Honorer,3
12655,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,PEREMPUAN,Buruh Harian Lepas,87
12656,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,PEREMPUAN,Buruh Tani/Perkebunan,1
12657,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,PEREMPUAN,Buruh Nelayan/Perikanan,0
12658,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,PEREMPUAN,Tukang Kayu,0
12659,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,PEREMPUAN,Penata Rambut,1
12660,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,PEREMPUAN,Mekanik,0
12661,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,PEREMPUAN,Seniman,0
12662,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,PEREMPUAN,Pendeta,1
12663,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,PEREMPUAN,Wartawan,0
12664,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,PEREMPUAN,Ustadz/Mubaligh,0
12665,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,PEREMPUAN,Dosen,1
12666,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,PEREMPUAN,Guru,49
12667,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,PEREMPUAN,Pengacara,1
12668,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,PEREMPUAN,Konsultan,0
12669,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,PEREMPUAN,Dokter,3
12670,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,PEREMPUAN,Bidan,2
12671,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,PEREMPUAN,Perawat,8
12672,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,PEREMPUAN,Apoteker,2
12673,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,PEREMPUAN,Pelaut,0
12674,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,PEREMPUAN,Sopir,0
12675,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,PEREMPUAN,Pedagang,77
12676,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,PEREMPUAN,Wiraswasta,419
12677,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,PEREMPUAN,Lainnya,20
12678,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,PEREMPUAN,Belum/Tidak Bekerja,3
12679,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,PEREMPUAN,Mengurus Rumah Tangga,662
12680,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,PEREMPUAN,Pelajar/Mahasiswa,20
12681,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,PEREMPUAN,Pensiunan,0
12682,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,PEREMPUAN,Pegawai Negeri Sipil,1
12683,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,PEREMPUAN,Tentara Nasional Indonesia,0
12684,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,PEREMPUAN,Kepolisian RI,0
12685,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,PEREMPUAN,Perdagangan,0
12686,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,PEREMPUAN,Petani/Pekebun,1
12687,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,PEREMPUAN,Nelayan/Perikanan,0
12688,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,PEREMPUAN,Industri,0
12689,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,PEREMPUAN,Konstruksi,0
12690,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,PEREMPUAN,Karyawan Swasta,184
12691,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,PEREMPUAN,Karyawan BUMN,0
12692,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,PEREMPUAN,Karyawan Honorer,0
12693,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,PEREMPUAN,Buruh Harian Lepas,5
12694,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,PEREMPUAN,Buruh Tani/Perkebunan,1
12695,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,PEREMPUAN,Buruh Nelayan/Perikanan,0
12696,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,PEREMPUAN,Tukang Cukur,0
12697,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,PEREMPUAN,Tukang Las/Pandai Besi,0
12698,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,PEREMPUAN,Mekanik,0
12699,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,PEREMPUAN,Pendeta,0
12700,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,PEREMPUAN,Wartawan,0
12701,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,PEREMPUAN,Dosen,0
12702,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,PEREMPUAN,Guru,6
12703,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,PEREMPUAN,Pengacara,0
12704,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,PEREMPUAN,Arsitek,0
12705,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,PEREMPUAN,Akuntan,0
12706,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,PEREMPUAN,Konsultan,0
12707,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,PEREMPUAN,Dokter,3
12708,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,PEREMPUAN,Bidan,2
12709,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,PEREMPUAN,Pelaut,0
12710,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,PEREMPUAN,Sopir,0
