tahun,nama_provinsi,nama_kabupaten/kota,nama_kecamatan,nama_kelurahan,jenis_kelamin,usia,jumlah
2020,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,Perempuan,>=60,1738
2020,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,Perempuan,>=60,939
2020,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,Perempuan,>=60,2618
2020,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,Perempuan,>=60,1248
2020,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,GALUR,Perempuan,>=60,1034
2020,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,Perempuan,>=60,2402
2020,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,Perempuan,>=60,3564
2020,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,Perempuan,>=60,658
2020,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,Perempuan,>=60,2063
2020,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,Perempuan,>=60,5371
2020,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,PLUIT,Perempuan,>=60,4762
2020,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,Perempuan,>=60,1530
2020,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,Perempuan,>=60,3772
2020,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,Perempuan,>=60,1815
2020,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Perempuan,>=60,1503
2020,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Perempuan,>=60,2617
2020,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Perempuan,>=60,5030
2020,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Perempuan,>=60,2012
2020,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,Perempuan,>=60,1199
2020,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Perempuan,>=60,3391
2020,DKI Jakarta,JAKARTA UTARA,KOJA,LAGOA,Perempuan,>=60,2883
2020,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,Perempuan,>=60,1739
2020,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU SELATAN,Perempuan,>=60,1373
2020,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Perempuan,>=60,1755
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,Perempuan,>=60,1816
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,Perempuan,>=60,1970
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,Perempuan,>=60,993
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,Perempuan,>=60,2686
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Perempuan,>=60,1626
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,Perempuan,>=60,1421
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER BARAT,Perempuan,>=60,3182
2020,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,Perempuan,>=60,2789
2020,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Perempuan,>=60,3905
2020,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,ANCOL,Perempuan,>=60,1094
2020,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,Perempuan,>=60,3883
2020,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,Perempuan,>=60,3697
2020,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,Perempuan,>=60,2660
2020,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,Perempuan,>=60,3650
2020,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,Perempuan,>=60,3499
2020,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,Perempuan,>=60,2800
2020,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,Perempuan,>=60,1250
2020,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,Perempuan,>=60,4775
2020,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Perempuan,>=60,3455
2020,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Perempuan,>=60,1308
2020,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Perempuan,>=60,1754
2020,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Perempuan,>=60,2237
2020,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Perempuan,>=60,2585
2020,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,Perempuan,>=60,1915
2020,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,Perempuan,>=60,3014
2020,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,Perempuan,>=60,2345
2020,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,Perempuan,>=60,1398
2020,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,KRUKUT,Perempuan,>=60,1404
2020,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,MAPHAR,Perempuan,>=60,1439
2020,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,TANGKI,Perempuan,>=60,1113
2020,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,Perempuan,>=60,824
2020,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,Perempuan,>=60,1177
2020,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,GLODOK,Perempuan,>=60,1078
2020,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,PINANGSIA,Perempuan,>=60,851
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,TAMBORA,Perempuan,>=60,821
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,KALI ANYAR,Perempuan,>=60,1155
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,DURI UTARA,Perempuan,>=60,1296
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,TANAH SEREAL,Perempuan,>=60,2008
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,KRENDANG,Perempuan,>=60,1092
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,Perempuan,>=60,1258
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,ANGKE,Perempuan,>=60,1851
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,Perempuan,>=60,1371
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,PEKOJAN,Perempuan,>=60,1965
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,ROA MALAKA,Perempuan,>=60,437
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,DURI SELATAN,Perempuan,>=60,1077
2020,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,Perempuan,>=60,2748
2020,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,Perempuan,>=60,2021
2020,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,Perempuan,>=60,1501
2020,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,Perempuan,>=60,1266
2020,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,DURI KEPA,Perempuan,>=60,4420
2020,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,Perempuan,>=60,3010
2020,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,Perempuan,>=60,2041
2020,DKI Jakarta,JAKARTA BARAT,KALI DERES,KALIDERES,Perempuan,>=60,3043
2020,DKI Jakarta,JAKARTA BARAT,KALI DERES,SEMANAN,Perempuan,>=60,2290
2020,DKI Jakarta,JAKARTA BARAT,KALI DERES,TEGAL ALUR,Perempuan,>=60,3226
2020,DKI Jakarta,JAKARTA BARAT,KALI DERES,KAMAL,Perempuan,>=60,1698
2020,DKI Jakarta,JAKARTA BARAT,KALI DERES,PEGADUNGAN,Perempuan,>=60,3257
2020,DKI Jakarta,JAKARTA BARAT,PAL MERAH,PALMERAH,Perempuan,>=60,3472
2020,DKI Jakarta,JAKARTA BARAT,PAL MERAH,SLIPI,Perempuan,>=60,1031
2020,DKI Jakarta,JAKARTA BARAT,PAL MERAH,KOTA BAMBU UTARA,Perempuan,>=60,1339
2020,DKI Jakarta,JAKARTA BARAT,PAL MERAH,JATIPULO,Perempuan,>=60,1736
2020,DKI Jakarta,JAKARTA BARAT,PAL MERAH,KEMANGGISAN,Perempuan,>=60,2082
2020,DKI Jakarta,JAKARTA BARAT,PAL MERAH,KOTA BAMBU SELATAN,Perempuan,>=60,1051
2020,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,Perempuan,>=60,2351
2020,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Perempuan,>=60,2778
2020,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Perempuan,>=60,1603
2020,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Perempuan,>=60,2342
2020,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,JOGLO,Perempuan,>=60,2344
2020,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,Perempuan,>=60,1778
2020,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET TIMUR,Perempuan,>=60,1544
2020,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Perempuan,>=60,1728
2020,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Perempuan,>=60,2119
2020,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Perempuan,>=60,2264
2020,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Perempuan,>=60,2267
2020,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Perempuan,>=60,1493
2020,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI,Perempuan,>=60,1753
2020,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,Perempuan,>=60,200
2020,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,Perempuan,>=60,196
2020,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,Perempuan,>=60,930
2020,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET,Perempuan,>=60,643
2020,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,Perempuan,>=60,1657
2020,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,Perempuan,>=60,1546
2020,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,GUNTUR,Perempuan,>=60,395
2020,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,Perempuan,>=60,348
2020,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,Perempuan,>=60,880
2020,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,Perempuan,>=60,1122
2020,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,Perempuan,>=60,2436
2020,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,Perempuan,>=60,1535
2020,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,Perempuan,>=60,612
2020,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,Perempuan,>=60,1689
2020,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,Perempuan,>=60,2171
2020,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,Perempuan,>=60,1112
2020,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,Perempuan,>=60,2225
2020,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,Perempuan,>=60,2854
2020,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,Perempuan,>=60,2119
2020,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,Perempuan,>=60,1972
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,Perempuan,>=60,2288
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,Perempuan,>=60,3753
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,Perempuan,>=60,2039
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,Perempuan,>=60,2322
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,Perempuan,>=60,2387
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,Perempuan,>=60,2445
2020,DKI Jakarta,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,Perempuan,>=60,3307
2020,DKI Jakarta,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,Perempuan,>=60,2336
2020,DKI Jakarta,JAKARTA SELATAN,CILANDAK,PONDOK LABU,Perempuan,>=60,2565
2020,DKI Jakarta,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,Perempuan,>=60,1391
2020,DKI Jakarta,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,Perempuan,>=60,1567
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,Perempuan,>=60,295
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,Perempuan,>=60,755
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,Perempuan,>=60,906
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,Perempuan,>=60,346
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,Perempuan,>=60,546
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,Perempuan,>=60,213
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,PULO,Perempuan,>=60,572
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,Perempuan,>=60,833
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,Perempuan,>=60,2555
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,Perempuan,>=60,1748
2020,DKI Jakarta,JAKARTA SELATAN,PANCORAN,PANCORAN,Perempuan,>=60,1041
2020,DKI Jakarta,JAKARTA SELATAN,PANCORAN,KALIBATA,Perempuan,>=60,2249
2020,DKI Jakarta,JAKARTA SELATAN,PANCORAN,RAWAJATI,Perempuan,>=60,1158
2020,DKI Jakarta,JAKARTA SELATAN,PANCORAN,DUREN TIGA,Perempuan,>=60,1615
2020,DKI Jakarta,JAKARTA SELATAN,PANCORAN,PENGADEGAN,Perempuan,>=60,1185
2020,DKI Jakarta,JAKARTA SELATAN,PANCORAN,CIKOKO,Perempuan,>=60,584
2020,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,Perempuan,>=60,2945
2020,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,Perempuan,>=60,2827
2020,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,Perempuan,>=60,1649
2020,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,Perempuan,>=60,2609
2020,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,Perempuan,>=60,1986
2020,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,Perempuan,>=60,1578
2020,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,Perempuan,>=60,1583
2020,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,Perempuan,>=60,2891
2020,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,Perempuan,>=60,2893
2020,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Perempuan,>=60,1961
2020,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Perempuan,>=60,1965
2020,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Perempuan,>=60,2024
2020,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Perempuan,>=60,1734
2020,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Perempuan,>=60,1663
2020,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Perempuan,>=60,1338
2020,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Perempuan,>=60,1233
2020,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,Perempuan,>=60,2229
2020,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,Perempuan,>=60,1886
2020,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,Perempuan,>=60,2486
2020,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,CIPINANG,Perempuan,>=60,2460
2020,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,Perempuan,>=60,1117
2020,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,Perempuan,>=60,2584
2020,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,Perempuan,>=60,2885
2020,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,JATI,Perempuan,>=60,2593
2020,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,Perempuan,>=60,1418
2020,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,Perempuan,>=60,2421
2020,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,BALI MESTER,Perempuan,>=60,848
2020,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,Perempuan,>=60,1410
2020,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,Perempuan,>=60,2549
2020,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,Perempuan,>=60,3578
2020,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,Perempuan,>=60,1805
2020,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,Perempuan,>=60,2399
2020,DKI Jakarta,JAKARTA TIMUR,KRAMATJATI,KRAMATJATI,Perempuan,>=60,1841
2020,DKI Jakarta,JAKARTA TIMUR,KRAMATJATI,TENGAH,Perempuan,>=60,2096
2020,DKI Jakarta,JAKARTA TIMUR,KRAMATJATI,DUKUH,Perempuan,>=60,1221
2020,DKI Jakarta,JAKARTA TIMUR,KRAMATJATI,BATU AMPAR,Perempuan,>=60,2387
2020,DKI Jakarta,JAKARTA TIMUR,KRAMATJATI,BALEKAMBANG,Perempuan,>=60,1353
2020,DKI Jakarta,JAKARTA TIMUR,KRAMATJATI,CILILITAN,Perempuan,>=60,2337
2020,DKI Jakarta,JAKARTA TIMUR,KRAMATJATI,CAWANG,Perempuan,>=60,1907
2020,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,GEDONG,Perempuan,>=60,1963
2020,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,BARU,Perempuan,>=60,877
2020,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,Perempuan,>=60,2017
2020,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,KALISARI,Perempuan,>=60,1981
2020,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,PEKAYON,Perempuan,>=60,1919
2020,DKI Jakarta,JAKARTA TIMUR,CAKUNG,JATINEGARA,Perempuan,>=60,2768
2020,DKI Jakarta,JAKARTA TIMUR,CAKUNG,RAWA TERATE,Perempuan,>=60,839
2020,DKI Jakarta,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,Perempuan,>=60,4057
2020,DKI Jakarta,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,Perempuan,>=60,2290
2020,DKI Jakarta,JAKARTA TIMUR,CAKUNG,PULO GEBANG,Perempuan,>=60,4485
2020,DKI Jakarta,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,Perempuan,>=60,1370
2020,DKI Jakarta,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,Perempuan,>=60,1767
2020,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,Perempuan,>=60,3759
2020,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,Perempuan,>=60,3597
2020,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,KLENDER,Perempuan,>=60,3651
2020,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,Perempuan,>=60,4319
2020,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,Perempuan,>=60,2268
2020,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,Perempuan,>=60,2376
2020,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,Perempuan,>=60,2079
2020,DKI Jakarta,JAKARTA TIMUR,MAKASAR,MAKASAR,Perempuan,>=60,1981
2020,DKI Jakarta,JAKARTA TIMUR,MAKASAR,PINANGRANTI,Perempuan,>=60,1195
2020,DKI Jakarta,JAKARTA TIMUR,MAKASAR,KEBON PALA,Perempuan,>=60,2371
2020,DKI Jakarta,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,Perempuan,>=60,916
2020,DKI Jakarta,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,Perempuan,>=60,2608
2020,DKI Jakarta,JAKARTA TIMUR,CIRACAS,CIRACAS,Perempuan,>=60,2903
2020,DKI Jakarta,JAKARTA TIMUR,CIRACAS,CIBUBUR,Perempuan,>=60,3524
2020,DKI Jakarta,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,Perempuan,>=60,2529
2020,DKI Jakarta,JAKARTA TIMUR,CIRACAS,SUSUKAN,Perempuan,>=60,1780
2020,DKI Jakarta,JAKARTA TIMUR,CIRACAS,RAMBUTAN,Perempuan,>=60,1699
2020,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,Perempuan,>=60,1266
2020,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,Perempuan,>=60,987
2020,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,Perempuan,>=60,996
2020,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,MUNJUL,Perempuan,>=60,1120
2020,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,SETU,Perempuan,>=60,899
2020,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,Perempuan,>=60,1172
2020,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,Perempuan,>=60,2925
2020,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CEGER,Perempuan,>=60,877
